HR,Name,DM,glon,glat,vmag,spectype,parallax,Dmag,Sep,,
1458,88    Tau,BD+09  607,186.4,-24.13,4.25,A5m,0.036,3.6,69.7,,27.77777778
1544,2Pi 2Ori,BD+08  777,189.82,-21.83,4.36,A1Vn,0.036,,,,27.77777778
2233,,BD-00 1234,209.27,-8.21,5.65,F6V,0.036,,,,27.77777778
2530,,BD-00 1462,213.34,-0.38,5.77,F2V,0.036,5.5,5.9,,27.77777778
2660,,BD+34 1524,182.69,17.78,5.55,G8IV,0.036,,,,27.77777778
3043,,CD-24 6022,241.47,0.49,5.33,G0III,0.036,,,,27.77777778
3340,The Cha,CP-77  383,290.46,-21.84,4.35,K2IIICN0.5,0.036,7.7,31,,27.77777778
3514,,CD-39 4838,261.34,2.27,5.48,A2/3IV,0.036,,,,27.77777778
3697,,BD+51 1495,166.6,43.9,6.13,F3V,0.036,4,142.1,,27.77777778
3777,,CP-71  833,288.22,-14.85,5.47,K2III,0.036,,,,27.77777778
4141,37    UMa,BD+57 1277,152.26,51.57,5.16,F1V,0.036,,,,27.77777778
4842,Iot Cru,CP-60 4273,302.23,1.88,4.69,K0III,0.036,4.8,27.5,,27.77777778
5908,46The Lib,BD-16 4174,353.54,27.72,4.15,G8.5IIIb,0.036,,,,27.77777778
6105,,CD-2912513,348.72,13.65,6.63,G0IV,0.036,0.8,5.2,,27.77777778
6106,,CD-2912513,348.72,13.65,5.84,G0IV,0.036,0.8,5.2,,27.77777778
6594,,BD+16 3256,40,22.38,5.52,F4V w,0.036,2.8,0.6,,27.77777778
6745,Pi  Pav,CP-63 4292,330.49,-19.59,4.35,A7pSr,0.036,,,,27.77777778
7215,16    Lyr,BD+46 2602,77.15,17.86,5.01,A7V,0.036,6.3,200,,27.77777778
7254,Alp CrA,CD-3813350,359.54,-19.59,4.11,A2V,0.036,,,,27.77777778
7484,,BD+54 2193,87.25,15.59,5.82,F6Va,0.036,,,,27.77777778
7640,,BD+30 3837,67.77,0.82,5.49,B9Vn,0.036,,,,27.77777778
7736,29    Cyg,BD+36 3955,74.45,1.17,4.97,A2V,0.036,1.6,212.4,,27.77777778
7995,31    Vul,BD+26 4017,71.31,-10.98,4.59,G7IIIFe-1,0.036,,,,27.77777778
8852,6Gam Psc,BD+02 4648,82.47,-52.02,3.69,G9-III:Fe-2,0.036,,,,27.77777778
8853,,BD+52 3410,108.9,-7.06,5.54,F7V,0.036,7.3,129.3,,27.77777778
8892,98    Aqr,BD-20 6587,47.35,-68.59,3.97,K0III,0.036,,,,27.77777778
8905,68Ups Peg,BD+22 4833,98.55,-35.36,4.4,F8III,0.036,,,,27.77777778
9062,Eta Tuc,CP-64 4391,312.34,-51.84,5,A1V,0.036,,,,27.77777778
215,34Zet And,BD+23  106,121.74,-38.59,4.06,K1IIe,0.037,5.6,162.7,,27.02702703
403,37Del Cas,BD+59  248,127.19,-2.35,2.68,A5III-IV,0.037,8.7,131.7,,27.02702703
514,Eps Scl,CD-25  704,206.28,-77.66,5.31,F1V,0.037,3.2,4.9,,27.02702703
2662,,CP-67  686,278.61,-24.22,5.17,K3III,0.037,,,,27.02702703
2721,,BD+47 1419,170.34,23.52,5.58,G0V,0.037,,,,27.02702703
2832,,BD-13 2001,228.99,1.05,5.78,F0V,0.037,,,,27.02702703
3556,Del Pyx,CD-27 6072,252.25,11.21,4.89,A3IV,0.037,9.1,23.8,,27.02702703
4511,,CP-61 2559,295.18,-0.64,5.03,G00-IaFe1,0.037,,,,27.02702703
4683,,BD+87  107,123.56,30.65,6.33,F4V,0.037,,,,27.02702703
4803,,CD-26 9233,299.17,35.63,5.45,F1IV,0.037,5.9,1.4,,27.02702703
5511,109    Vir,BD+02 2862,355.28,52.68,3.72,A0V,0.037,,,,27.02702703
5602,42Bet Boo,BD+40 2840,67.62,60.04,3.5,G8IIIaBa0.3Fe-0.5,0.037,,,,27.02702703
5694,5    Ser,BD+02 2944,3.68,46.46,5.06,F8III-IV,0.037,4.6,11.2,,27.02702703
6880,,BD+51 2357,79.61,25.61,6.3,gK1,0.037,,,,27.02702703
7123,,BD+52 2294,82.65,21.33,5.51,G9IVa,0.037,,,,27.02702703
7451,,BD+50 2815,83.46,14.59,5.73,F7V,0.037,,,,27.02702703
7476,54    Sgr,BD-16 5399,23.47,-18.07,6.2,K2III+F8V,0.037,0,0.1,,27.02702703
7603,Mu 1Pav,CP-67 3695,328.96,-31.52,5.76,K0III,0.037,,,,27.02702703
7701,66    Dra,BD+61 1970,95.39,15.65,5.39,K3III,0.037,,,,27.02702703
7715,2Xi 2Cap,BD-13 5608,30.41,-23.59,5.85,F7V,0.037,6.2,71.6,,27.02702703
8532,33    Peg,BD+20 5139,82.41,-30.16,6.04,F7V,0.037,2.2,78.4,,27.02702703
8880,62Tau Peg,BD+22 4810,97.51,-34.61,4.6,A5Vp,0.037,,,,27.02702703
140,,CP-53  117,308.97,-64.55,5.57,F3IV-V,0.038,,,,26.31578947
187,Rho Tuc,CP-66   47,304.43,-51.63,5.39,F6V,0.038,,,,26.31578947
413,93Rho Psc,BD+18  187,134.19,-42.94,5.38,F2V:,0.038,,,,26.31578947
523,,BD+31  316,136.65,-28.66,5.79,F8V,0.038,,,,26.31578947
672,,BD+01  410,162.2,-54.38,5.58,G0.5IVb,0.038,,,,26.31578947
794,Iot Eri,CD-40  689,249.3,-64.07,4.11,K0III,0.038,,,,26.31578947
869,46Rho3Ari,BD+17  458,160.29,-35.62,5.63,F6V,0.038,,,,26.31578947
1294,,CP-64  305,276.89,-41.65,6.38,G3V,0.038,,,,26.31578947
1391,70    Tau,BD+15  621,179.79,-22.54,6.46,F7V,0.038,0,0.1,,26.31578947
1411,77The1Tau,BD+15  631,180.26,-21.97,3.84,K0IIIbFe-0.5,0.038,0.4,337.4,,26.31578947
1536,,BD-05 1044,203.39,-29.83,5.78,F8V,0.038,,,,26.31578947
2813,,CP-52 1153,263.57,-17,6.05,F0-2IV-V,0.038,0.6,9.3,,26.31578947
2814,,CP-52 1153,263.57,-17,6.6,G0V:e,0.038,0.6,9.3,,26.31578947
2835,,BD+21 1596,197.05,17.15,6.54,F6V,0.038,,,,26.31578947
3119,,BD+57 1118,160.33,32.05,6.49,F8V,0.038,,,,26.31578947
3140,,CD-38 3908,254.96,-5.01,5.24,F5III,0.038,,,,26.31578947
3420,Eta Pyx,CD-25 6356,248.66,8.96,5.27,A0V,0.038,7.8,16,,26.31578947
3733,Lam Pyx,CD-28 7196,257.26,15.04,4.69,G8.5IIICN-1.5*,0.038,,,,26.31578947
3750,,BD-05 2802,239.15,30.65,5.38,G2V,0.038,0.8,0.2,,26.31578947
4164,,CP-58 2371,286.57,-1.05,5.08,K1III,0.038,,,,26.31578947
4168,38    LMi,BD+38 2166,183.25,60.29,5.85,F9V,0.038,,,,26.31578947
4223,43    LMi,BD+30 2072,200.81,63.01,6.15,sgK1,0.038,,,,26.31578947
4301,50Alp UMa,BD+62 1161,142.85,51.01,1.79,K0IIIa,0.038,3,0.5,,26.31578947
4716,5    CVn,BD+52 1626,133.05,65.02,4.8,G6IIIBa0.2,0.038,,,,26.31578947
5462,,BD+18 2906,18.81,63.9,5.91,gK2,0.038,,,,26.31578947
5771,Eps TrA,CP-65 3102,318.49,-8.57,4.11,K1-2III,0.038,5.4,83.2,,26.31578947
6670,,BD+06 3566,31.78,15.71,5.77,F3-5IV-V,0.038,,,,26.31578947
7345,,BD+37 3417,69.45,10.93,6.31,G8V,0.038,,,,26.31578947
7801,,CD-2917049,14.55,-32.01,5.85,G8II/III,0.038,,,,26.31578947
7850,2The Cep,BD+62 1821,97.76,13.8,4.22,A7III,0.038,,,,26.31578947
8392,20    Peg,BD+12 4737,71.68,-32.32,5.6,F4III,0.038,6.4,54.7,,26.31578947
8474,,BD+69 1228,110,11.41,5.5,F2V,0.038,3.1,14.6,,26.31578947
8709,76Del Aqr,BD-16 6173,49.58,-60.67,3.27,A3V,0.038,,,,26.31578947
8781,54Alp Peg,BD+14 4926,88.28,-40.38,2.49,B9V,0.038,,,,26.31578947
269,37Mu  And,BD+37  175,124.07,-24.36,3.87,A5V,0.039,6.8,266.7,,25.64102564
427,38    Cas,BD+69  102,126.3,7.65,5.81,F6V,0.039,,,,25.64102564
664,9Gam Tri,BD+33  397,142.65,-25.71,4.01,A1Vnn,0.039,,,,25.64102564
914,Eps For,CD-28  987,222.48,-61.23,5.89,G5IV,0.039,,,,25.64102564
983,,BD-06  636,187.86,-49.63,6.17,B9V,0.039,0.2,0.9,,25.64102564
2365,,BD+73  340,140.95,25.02,6.24,F2,0.039,,,,25.64102564
3208,16Zet1Cnc,BD+18 1867,205.3,25.53,5.63,F8V,0.039,0.4,0.9,,25.64102564
3209,16Zet1Cnc,BD+18 1867,205.3,25.53,6.02,F9V,0.039,0.4,0.9,,25.64102564
3210,16Zet2Cnc,BD+18 1867,205.3,25.53,6.2,G5V,0.039,1.2,5.9,,25.64102564
4515,2Xi  Vir,BD+09 2545,260.18,65.48,4.85,A4V,0.039,,,,25.64102564
4600,,CD-41 6938,293.6,19.57,5.15,F6V,0.039,,,,25.64102564
4608,9Omi Vir,BD+09 2583,270.07,68.6,4.12,G8IIIaCN-1Ba1CH1,0.039,,,,25.64102564
4760,74    UMa,BD+59 1444,128.32,58.5,5.35,A5Del Del,0.039,,,,25.64102564
5189,,CD-35 9019,315.87,25.72,6.53,G3IV-V,0.039,3,11.5,,25.64102564
5563,7Bet UMi,BD+74  595,112.65,40.5,2.08,K4-III,0.039,9.2,209.1,,25.64102564
5733,51Mu 1Boo,BD+37 2636,60.39,56.31,4.31,F2IVa,0.039,2.2,108.9,,25.64102564
5734,51Mu 2Boo,BD+37 2637,60.34,56.31,6.5,G1V,0.039,2.2,108.9,,25.64102564
5829,,BD+80  480,115.6,34.31,6.58,G0IV-V+G8IV-V,0.039,0.7,31.4,,25.64102564
6314,Eps2Ara,CP-53 8316,335.41,-7.06,5.29,F6V,0.039,7.6,25,,25.64102564
6629,62Gam Oph,BD+02 3403,28.02,15.36,3.75,A0Vnp,0.039,,,,25.64102564
7149,Eta Sct,BD-06 4976,28.36,-3.91,4.83,K2III,0.039,,,,25.64102564
7172,11    Aql,BD+13 3841,45.94,4.5,5.23,F8V,0.039,4.3,17.8,,25.64102564
7503,16    Cyg,BD+50 2847,83.34,13.21,5.96,G1.5Vb,0.039,0.2,39.2,,25.64102564
7504,,BD+50 2848,83.34,13.2,6.2,G2.5V,0.039,0.2,39.2,,25.64102564
8013,,CD-2615344,19.59,-38.09,5.7,F7V,0.039,,,,25.64102564
8208,,BD+46 3305,90.42,-2.73,5.6,F0V,0.039,,,,25.64102564
8747,Zet Gru,CP-5310382,334.11,-57.16,4.12,G8-K0III,0.039,,,,25.64102564
9016,Del Scl,CD-2818353,25.18,-76.13,4.57,A0V,0.039,4.5,74.3,,25.64102564
2788,,BD-16 1898,230.67,-1.41,5.7,F1V,0.04,,,,25
3626,75    Cnc,BD+27 1715,200.03,40.78,5.98,G5IV-V,0.04,3.1,112,,25
3900,22    Leo,BD+25 2169,206.42,49.69,5.32,A5IV,0.04,,,,25
3928,19    LMi,BD+41 2033,180.07,51.89,5.14,F6V s,0.04,,,,25
4167,,CD-47 6042,281.06,8.87,3.84,F4IV+F3,0.04,0.9,0.3,,25
4413,,CP-63 1893,293.7,-2.65,5.17,F7V,0.04,,,,25
4734,,CD-48 7426,298.78,13.76,6.26,G3-5V,0.04,,,,25
4981,53    Vir,BD-15 3613,310.12,46.39,5.04,F5III-IV,0.04,5,235,,25
5381,51    Hya,CD-27 9803,326.6,30.87,4.77,K4III,0.04,,,,25
5744,12Iot Dra,BD+59 1654,93.97,48.63,3.29,K2III,0.04,5.7,254.6,,25
5838,43Kap Lib,BD-19 4188,348.94,27.58,4.74,M0-IIIb,0.04,5,172,,25
5968,15Rho CrB,BD+33 2663,53.51,48.92,5.41,G0+VaFe-1,0.04,3.2,89.6,,25
6519,51    Oph,CD-2313412,2.52,5.34,4.81,B9.5Ve,0.04,,,,25
6630,,CD-3711907,353.5,-4.94,3.21,K2III,0.04,11.5,41.7,,25
7489,55    Sgr,BD-16 5413,23.82,-18.4,5.06,F1III,0.04,0,0.2,,25
7637,,BD-10 5238,31.6,-19.66,5.88,F8V,0.04,0,0.1,,25
7748,4    Cap,BD-22 5384,21.5,-28.31,5.87,K0III,0.04,,,,25
8354,15    Peg,BD+28 4215,82.05,-19.54,5.53,F6IV-V vw,0.04,,,,25
8523,2    Lac,BD+45 3894,97.79,-8.86,4.57,B6V,0.04,6.4,48.2,,25
8585,7Alp Lac,BD+49 3875,101.26,-6.6,3.77,A1V,0.04,8.3,36.3,,25
8684,48Mu  Peg,BD+23 4615,90.68,-30.56,3.48,G8+III,0.04,,,,25
8817,89    Aqr,CD-2317771,38.81,-66.53,4.69,G2IV+A2V,0.04,0.8,0.4,,25
8866,94    Aqr,BD-14 6448,60.7,-64.47,5.08,G5IV,0.04,2.4,0.2,,25
8911,8Kap Psc,BD+00 4998,83.92,-55.08,4.94,A0pCrSi:Sr:,0.04,7,163.4,,25
334,31Eta Cet,BD-10  240,137.15,-72.58,3.45,K1.5IIICN1Fe0.5,0.041,6.7,233.5,,24.3902439
402,45The Cet,BD-08  244,146.59,-69.54,3.6,K0III-IIIb,0.041,11,65.4,,24.3902439
489,106Nu  Psc,BD+04  293,145.12,-55.22,4.44,K3IIIbBa0.1,0.041,,,,24.3902439
737,,BD+01  438,166.25,-51.98,5.25,K3III,0.041,,,,24.3902439
2088,34Bet Aur,BD+44 1328,167.46,10.41,1.9,A2IV,0.041,8.9,184.6,,24.3902439
2220,71    Ori,BD+19 1270,191.8,0.92,5.2,F6V,0.041,5.6,25.4,,24.3902439
2241,74    Ori,BD+12 1084,198.04,-2.03,5.04,F5IV-V,0.041,4.2,204,,24.3902439
2290,,CD-48 2259,256.8,-25.01,6.6,G3V,0.041,,,,24.3902439
2758,,BD-15 1734,229.59,-1.71,5.46,A2Vnp,0.041,,,,24.3902439
2846,63    Gem,BD+21 1602,197.23,17.3,5.22,F5V+F5V,0.041,0.5,0,,24.3902439
3757,23    UMa,BD+63  845,150.64,41.74,3.67,F0IV,0.041,5.6,22.8,,24.3902439
3888,29Ups UMa,BD+59 1268,154.31,45.58,3.8,F2IV,0.041,8.6,11.3,,24.3902439
4067,,BD+41 2076,178.39,56.39,5.76,F7V,0.041,,,,24.3902439
4867,,BD+61 1320,123.56,56.81,5.85,F5V,0.041,,,,24.3902439
5279,,CP-74 1142,308,-12.75,6.02,G2-3IV,0.041,,,,24.3902439
5548,12    Lib,CD-2411735,335.49,30.35,5.3,K2III,0.041,,,,24.3902439
5787,38Gam Lib,BD-14 4237,351.51,32.2,3.91,G8.5III,0.041,0.2,0.1,,24.3902439
5867,28Bet Ser,BD+15 2911,25.98,47.87,3.67,A2IV,0.041,6.3,30.6,,24.3902439
5892,37Eps Ser,BD+04 3069,13.15,41.66,3.71,A2Vm,0.041,,,,24.3902439
5911,39    Ser,BD+13 3024,24.07,45.4,6.1,G0VFe-0.5,0.041,5.6,98.3,,24.3902439
6117,24Ome Her,BD+14 3049,29.46,38.63,4.57,B9pCr,0.041,8.1,28.4,,24.3902439
6797,,BD+03 3613,30.97,10.66,5.69,F5V,0.041,5.2,103.5,,24.3902439
7317,,BD-15 5310,21.95,-13,6.06,K3III,0.041,5.5,48.6,,24.3902439
7683,,BD+38 3896,74.84,3.64,6.19,G5IV,0.041,6.1,40,,24.3902439
8305,9Iot PsA,CD-3315734,12.88,-49.55,4.34,A0V,0.041,7,20,,24.3902439
8494,23Eps Cep,BD+56 2741,102.86,0.4,4.19,F0IV,0.041,5.3,127.8,,24.3902439
8548,34    Peg,BD+03 4705,69.38,-42.93,5.75,F7V,0.041,6.5,3.3,,24.3902439
8694,32Iot Cep,BD+65 1814,111.07,6.18,3.52,K0-III,0.041,,,,24.3902439
8931,,BD-04 5896,79.82,-60.09,6.49,F8V,0.041,,,,24.3902439
8988,105Ome2Aqr,BD-15 6476,67.66,-69.64,4.49,B9.5V,0.041,6,5,,24.3902439
1175,Bet Ret,CP-65  263,279.24,-43.54,3.85,K2+III,0.042,4.2,1480,,23.80952381
1405,,CP-57  659,266.91,-42.27,6.29,G4V,0.042,0.4,5.8,,23.80952381
1937,49    Ori,BD-07 1142,211.16,-19.4,4.8,A4V,0.042,,,,23.80952381
2157,,CD-45 2300,252.13,-26.78,6.35,G0IV-V,0.042,0.3,196.7,,23.80952381
2576,,CD-28 3554,238.95,-12.16,6.04,G5IV,0.042,,,,23.80952381
2715,18    Lyn,BD+59 1065,156.99,26.2,5.2,K2III,0.042,,,,23.80952381
2849,22    Lyn,BD+49 1630,168.33,26.35,5.36,F6V,0.042,4.8,169.3,,23.80952381
3347,Bet Vol,CP-65  933,280.26,-15.84,3.77,K1III,0.042,,,,23.80952381
3662,18    UMa,BD+54 1285,163.08,42.66,4.83,A5V,0.042,,,,23.80952381
3690,38    Lyn,BD+37 1965,186.81,44.47,3.82,A3V,0.042,2.1,2.7,,23.80952381
3771,24    UMa,BD+70  565,142.55,38.93,4.56,G4III-IV,0.042,,,,23.80952381
4891,38    Vir,BD-02 3593,303.79,59.32,6.11,F5V,0.042,,,,23.80952381
5304,12    Boo,BD+25 2737,30.82,72.18,4.83,F9IV w,0.042,,,,23.80952381
6398,,CD-3811686,348.52,-0.11,5.96,F7V+G2V,0.042,0.1,0.1,,23.80952381
7120,35Nu 2Sgr,BD-22 4915,12.91,-10.89,4.99,K3II-IIIBa0.8CN2,0.042,,,,23.80952381
7340,44Rho1Sgr,BD-18 5322,20.06,-14.55,3.93,F0IV-V,0.042,2.5,0,,23.80952381
7808,,CD-3713741,4.46,-34.26,6.25,K2IV-V,0.042,1.4,1.1,,23.80952381
8100,,CD-4014216,1.93,-43.33,5.83,F5IV,0.042,,,,23.80952381
8667,47Lam Peg,BD+22 4709,89.26,-31.02,3.95,G8IIIa*,0.042,,,,23.80952381
8700,Tau1Gru,CD-4913988,341.7,-58.71,6.04,G0V,0.042,,,,23.80952381
8814,,CD-4315281,348.92,-64.11,5.81,F4IV,0.042,3.4,1,,23.80952381
9034,,BD+76  934,119.66,15.11,6.55,F5V,0.042,,,,23.80952381
173,,CD-24  263,85.79,-85.86,6.14,G3V,0.043,,,,23.25581395
788,12    Per,BD+39  610,144.84,-17.91,4.91,F9V,0.043,0.3,0.1,,23.25581395
2274,,CP-59  619,268.17,-27.47,6.43,G0V,0.043,1,38.3,,23.25581395
2564,38    Gem,BD+13 1462,201.51,6.67,4.65,F0Vp,0.043,2.9,7,,23.25581395
4072,,BD+66  664,143.54,45.22,4.97,A0pSiSr:Hg:,0.043,,,,23.25581395
4314,Chi1Hya,CD-26 8338,275.69,29.91,4.94,F3IV,0.043,0.1,0.2,,23.25581395
4864,,BD+25 2568,288.28,87.64,6.31,G7V,0.043,,,,23.25581395
4932,47Eps Vir,BD+11 2529,312.34,73.63,2.83,G8IIIab,0.043,8.9,248.7,,23.25581395
5072,70    Vir,BD+14 2621,337.69,74.11,4.98,G4V,0.043,3.6,286.4,,23.25581395
5338,99Iot Vir,BD-05 3843,337.75,51.07,4.08,F6III,0.043,,,,23.25581395
5649,Zet Lup,CD-51 8830,323.76,4.98,3.41,G8III,0.043,3.6,71.9,,23.25581395
6075,2Eps Oph,BD-04 4086,8.56,30.81,3.24,G9.5IIIbFe-0.5,0.043,9.1,110.6,,23.25581395
6091,,BD+40 3005,63.12,45.37,5.46,F3IV-V,0.043,4.5,2.2,,23.25581395
6093,50Sig Ser,BD+01 3215,14.78,33.22,4.82,F0V,0.043,,,,23.25581395
6116,21Eta UMi,BD+76  596,109.27,35.33,4.95,F5V,0.043,10.8,227,,23.25581395
8140,The Ind,CP-5310037,343.69,-43.32,4.39,A5V,0.043,2.4,6.1,,23.25581395
8695,22Gam PsA,CD-3316270,13.06,-63.72,4.46,A0III*,0.043,3.6,4.2,,23.25581395
8697,49Sig Peg,BD+09 5122,80.87,-43.1,5.16,F7IV,0.043,8.4,248,,23.25581395
8848,Gam Tuc,CP-58 8062,324.3,-54.82,3.99,F1III,0.043,,,,23.25581395
8863,Gam Scl,CD-3316476,12.25,-69.25,4.41,K1III,0.043,,,,23.25581395
17,,BD+35    8,113.45,-25.45,6.19,F8IV,0.044,,,,22.72727273
1481,53    Eri,BD-14  933,211.32,-35.89,3.87,K2IIIb,0.044,3.4,0.8,,22.72727273
2022,Pi  Men,CP-80  161,292.53,-29.78,5.65,G1V,0.044,,,,22.72727273
4903,,CD-43 7953,303.61,18.72,5.89,G1V,0.044,,,,22.72727273
5107,79Zet Vir,BD+00 3076,325.25,60.39,3.37,A3V,0.044,,,,22.72727273
5794,39Ups Lib,CD-2710464,341.89,21.94,3.58,K3III,0.044,7,3.5,,22.72727273
5936,12Lam CrB,BD+38 2712,60.6,50.1,5.45,F0IV,0.044,4.5,94.3,,22.72727273
6072,Gam2Nor,CD-4910536,333.3,0.01,4.02,G8III,0.044,6,44.9,,22.72727273
6285,Zet Ara,CP-55 7766,332.8,-8.2,3.13,K3III,0.044,,,,22.72727273
6410,65Del Her,BD+25 3221,46.83,31.42,3.14,A3IV,0.044,5.6,8.5,,22.72727273
6569,Lam Ara,CD-4911616,341.89,-9.77,4.77,F3IV,0.044,,,,22.72727273
6847,,BD+45 2684,72.82,24.92,6.29,G2V,0.044,,,,22.72727273
7217,39Omi Sgr,BD-21 5237,14.71,-12.51,3.77,G9IIIb,0.044,9.9,35.7,,22.72727273
7234,40Tau Sgr,CD-2713564,9.34,-15.37,3.32,K1+IIIb,0.044,,,,22.72727273
7293,,BD+49 2959,80.67,17.27,6.75,G4V,0.044,0.2,8.1,,22.72727273
7294,,BD+49 2959,80.67,17.27,6.57,G4V,0.044,0.2,8.1,,22.72727273
8581,,BD-07 5797,58.21,-50.9,6.14,F7V,0.044,,0.1,,22.72727273
8675,Eps Gru,CD-5113389,338.31,-56.53,3.49,A3V,0.044,,,,22.72727273
650,66    Cet,BD-03  336,164.6,-58.52,5.54,F8V,0.045,2.1,16.4,,22.22222222
936,26Bet Per,BD+40  673,148.98,-14.9,2.12,B8V,0.045,8.3,81.9,,22.22222222
1275,,CD-27 1540,225.31,-47.18,5.59,F1IV,0.045,,,,22.22222222
1502,Alp Cae,CD-42 1587,246.15,-41.49,4.45,F2V,0.045,8,6.6,,22.22222222
2349,,CD-25 3237,234,-16.46,6.07,F9V,0.045,6.5,43,,22.22222222
3982,32Alp Leo,BD+12 2149,226.43,48.94,1.35,B7V,0.045,6.8,177.6,,22.22222222
4439,,BD+61 1246,138.9,53.52,5.48,F8V,0.045,1.4,0.5,,22.22222222
4455,89    Leo,BD+03 2521,262.18,59.69,5.77,F5V,0.045,,,,22.22222222
4949,40    Com,BD+23 2538,340.64,84.36,5.6,M5III,0.045,,,,22.22222222
5062,80    UMa,BD+55 1603,112.77,61.47,4.01,A5V,0.045,,,,22.22222222
5351,19Lam Boo,BD+46 1949,86.97,64.67,4.18,A0p,0.045,,,,22.22222222
5487,107Mu  Vir,BD-05 3936,346.55,47.54,3.88,F2III,0.045,,,,22.22222222
5502,35Omi Boo,BD+17 2780,17.74,61.82,4.6,G8.5III,0.045,,,,22.22222222
5793,5Alp CrB,BD+27 2512,41.87,53.77,2.23,A0V+G5V,0.045,,,,22.22222222
6063,17Sig CrB,BD+34 2750,54.67,46.14,5.64,G0VCaIIe,0.045,1,6.4,,22.22222222
6064,17Sig CrB,BD+34 2750,54.67,46.14,6.66,G1V,0.045,1,6.4,,22.22222222
6486,44    Oph,CD-2413337,1.71,6.19,4.17,A3m,0.045,,,,22.22222222
6596,28Ome Dra,BD+68  949,99.08,31.87,4.8,F5V,0.045,8.3,72.3,,22.22222222
6832,Eta Sgr,CD-3612423,356.44,-9.68,3.11,M3.5III,0.045,4.9,3.5,,22.22222222
7235,17Zet Aql,BD+13 3899,46.86,3.25,2.99,A0Vn,0.045,8.4,158.6,,22.22222222
7398,,CD-2714004,12,-19.83,5.52,K3III,0.045,3.5,7.6,,22.22222222
7429,38Mu  Aql,BD+07 4132,44.41,-6.01,4.45,K3-IIIbCN0.5,0.045,5,177.5,,22.22222222
7496,,BD-15 5444,24.55,-18.36,5.49,F5IV,0.045,6.2,70.4,,22.22222222
7522,,BD+57 2057,90.39,16.33,6.22,G0V,0.045,,,,22.22222222
7766,,CD-5012929,349.13,-34.67,6.27,G0V,0.045,,,,22.22222222
191,Eta Phe,CP-58   42,305.08,-59.63,4.36,A0IV,0.046,7,19.8,,21.73913043
531,53Chi Cet,BD-11  352,165.48,-68.61,4.67,F3III,0.046,2.1,184,,21.73913043
813,87Mu  Cet,BD+09  359,163.25,-43.7,4.27,F0IV,0.046,1.4,0.1,,21.73913043
2141,,BD+35 1334,176.57,6.99,6.12,G0V,0.046,3.4,122,,21.73913043
3309,,BD+46 1398,174.49,35.42,6.32,G5V,0.046,,,,21.73913043
4671,Eps Mus,CP-67 1931,299.75,-5.3,4.11,M5III,0.046,,,,21.73913043
5196,89    Vir,BD-17 3937,321.93,42.57,4.97,K0.5III-IIIb,0.046,,,,21.73913043
5691,,BD+67  876,104.58,44.33,5.13,F9IV,0.046,,,,21.73913043
5853,23Psi Ser,BD+02 2989,9.7,41.97,5.88,G2.5V,0.046,1.3,370,,21.73913043
6237,,BD+57 1702,85.67,39.53,4.85,F2V,0.046,,,,21.73913043
6349,,BD+00 3629,20.77,23.78,6.01,F8.5IV-V,0.046,,,,21.73913043
6369,21Mu  Dra,BD+54 1857,82.3,37.02,5.83,F7V,0.046,0.1,2,,21.73913043
6370,21Mu  Dra,BD+54 1857,82.3,37.02,5.8,F7V,0.046,0.1,2,,21.73913043
7869,Alp Ind,CD-4713477,352.57,-37.21,3.11,K0IIICNIII-IV,0.046,8.8,66,,21.73913043
7955,,BD+57 2240,94.43,9.06,4.51,F8IV-V,0.046,5.7,66.4,,21.73913043
8087,25Chi Cap,BD-21 5933,26.84,-39.21,5.3,A0V,0.046,5.7,67,,21.73913043
8477,,CD-4114804,358.68,-54.97,6.23,G5V,0.046,,,,21.73913043
8518,48Gam Aqr,BD-02 5741,62.18,-45.84,3.84,A0V,0.046,7.9,37.4,,21.73913043
8592,59Ups Aqr,BD-21 6251,37.08,-58.2,5.2,F4IV,0.046,,,,21.73913043
5,,BD+57 2865,117.03,-3.92,5.96,G5V,0.047,0.8,1.4,,21.27659574
225,64    Psc,BD+16   76,122.09,-45.92,5.07,F8V,0.047,7.4,76.7,,21.27659574
1935,Nu 2Col,CD-28 2321,232.81,-27.75,5.31,F4V,0.047,,,,21.27659574
2067,,BD+13 1036,194.16,-5.57,6.6,G5IV,0.047,1.9,47.5,,21.27659574
2763,54Lam Gem,BD+16 1443,200.92,13.23,3.58,A3V,0.047,1,0,,21.27659574
3202,18    Pup,BD-13 2420,234.57,10.61,5.54,F6V,0.047,6.7,93,,21.27659574
3648,16    UMa,BD+62 1058,153.62,40.47,5.13,F9V,0.047,,,,21.27659574
4084,,BD+83  297,128.03,33.13,5.26,F2V,0.047,,,,21.27659574
5054,79Zet UMa,BD+55 1598,113.11,61.58,2.27,A1VpSrSi,0.047,1.7,0,,21.27659574
5055,79Zet UMa,BD+55 1598,113.11,61.58,3.95,A1m,0.047,1.7,0,,21.27659574
5409,105Phi Vir,BD-01 2957,345.22,52.51,4.81,G2IV,0.047,3.9,5.1,,21.27659574
5570,16    Lib,BD-03 3696,351.73,46.27,4.49,F0V,0.047,,,,21.27659574
6196,,BD-17 4618,0.82,18.43,4.96,G7.5IICN1Ba0.4,0.047,,,,21.27659574
6238,,BD+79  511,111.93,32.79,6.32,G9III,0.047,,,,21.27659574
6771,72    Oph,BD+09 3564,36.59,14.09,3.73,A4IV s,0.047,7.7,54.4,,21.27659574
